example_id                                            | status | run_time        |
./spec/scale_event_spec.rb[1:13:2]                    | passed | 0.0002 seconds  |
./spec/scale_event_spec.rb[1:13:3]                    | passed | 0.0001 seconds  |
./spec/scale_event_spec.rb[1:13:4]                    | passed | 0.0002 seconds  |
./spec/scale_event_spec.rb[1:14:1:1]                  | passed | 0.00005 seconds |
./spec/scale_event_spec.rb[1:14:1:2]                  | passed | 0.00005 seconds |
./spec/scale_event_spec.rb[1:14:2:1]                  | passed | 0.00004 seconds |
./spec/scale_event_spec.rb[1:14:2:2]                  | passed | 0.00006 seconds |
./spec/scale_event_spec.rb[1:14:2:3]                  | passed | 0.00021 seconds |
./spec/scale_event_spec.rb[1:14:2:4]                  | passed | 0.00004 seconds |
./spec/scaler_spec.rb[1:1:1:1]                        | passed | 0.00063 seconds |
./spec/scaler_spec.rb[1:1:1:2]                        | passed | 0.00244 seconds |
./spec/scaler_spec.rb[1:1:1:3]                        | passed | 0.00218 seconds |
./spec/scaler_spec.rb[1:1:2:1]                        | passed | 0.00213 seconds |
./spec/scaler_spec.rb[1:1:2:2]                        | passed | 0.00306 seconds |
./spec/scaler_spec.rb[1:1:3:1]                        | passed | 0.00305 seconds |
./spec/scaler_spec.rb[1:1:3:2]                        | passed | 0.00192 seconds |
./spec/scaler_spec.rb[1:1:3:3]                        | passed | 0.00145 seconds |
./spec/scaler_spec.rb[1:1:3:4]                        | passed | 0.00212 seconds |
./spec/scaler_spec.rb[1:2:1]                          | passed | 0.00044 seconds |
./spec/scaler_spec.rb[1:2:2]                          | passed | 0.00024 seconds |
./spec/scaler_spec.rb[1:3:1:1]                        | passed | 0.0008 seconds  |
./spec/scaler_spec.rb[1:3:1:2]                        | passed | 0.00105 seconds |
./spec/scaler_spec.rb[1:3:1:3]                        | passed | 0.00119 seconds |
./spec/scaler_spec.rb[1:3:2:1]                        | passed | 0.00212 seconds |
./spec/scaler_spec.rb[1:3:2:2]                        | passed | 0.00038 seconds |
./spec/scaler_spec.rb[1:3:2:3]                        | passed | 0.00044 seconds |
./spec/scaler_spec.rb[1:3:3:1]                        | passed | 0.00084 seconds |
./spec/scaler_spec.rb[1:3:3:2]                        | passed | 0.00048 seconds |
./spec/scaler_spec.rb[1:3:4:1]                        | passed | 0.00054 seconds |
./spec/scaler_spec.rb[1:3:4:2]                        | passed | 0.00051 seconds |
./spec/scaler_spec.rb[1:3:4:3]                        | passed | 0.00336 seconds |
./spec/scaler_spec.rb[1:3:4:4]                        | passed | 0.00076 seconds |
./spec/scaler_spec.rb[1:3:4:5]                        | passed | 0.00147 seconds |
./spec/scaler_spec.rb[1:3:4:6]                        | passed | 0.00108 seconds |
./spec/scaler_spec.rb[1:3:4:7]                        | passed | 0.0016 seconds  |
./spec/scaler_spec.rb[1:3:4:8]                        | passed | 0.00059 seconds |
./spec/scaler_spec.rb[1:3:4:9]                        | passed | 0.00142 seconds |
./spec/scaler_spec.rb[1:3:4:10]                       | passed | 0.00093 seconds |
./spec/scaler_spec.rb[1:3:4:11]                       | passed | 0.00053 seconds |
./spec/scaler_spec.rb[1:3:4:12]                       | passed | 0.00053 seconds |
./spec/scaler_spec.rb[1:3:5:1]                        | passed | 0.0014 seconds  |
./spec/scaler_spec.rb[1:3:5:2]                        | passed | 0.00142 seconds |
./spec/scaler_spec.rb[1:3:5:3]                        | passed | 0.00132 seconds |
./spec/scaler_spec.rb[1:3:5:4]                        | passed | 0.00152 seconds |
./spec/scaler_spec.rb[1:3:6:1]                        | passed | 0.00127 seconds |
./spec/scaler_spec.rb[1:3:6:2]                        | passed | 0.00045 seconds |
./spec/scaler_spec.rb[1:3:6:3]                        | passed | 0.00046 seconds |
./spec/scaler_spec.rb[1:3:6:4]                        | passed | 0.00058 seconds |
./spec/scaler_spec.rb[1:3:7:1]                        | passed | 0.00062 seconds |
./spec/scaler_spec.rb[1:3:7:2]                        | passed | 0.00253 seconds |
./spec/scaler_spec.rb[1:3:7:3]                        | passed | 0.0005 seconds  |
./spec/scaler_spec.rb[1:3:7:4]                        | passed | 0.00048 seconds |
./spec/scaler_spec.rb[1:3:7:5]                        | passed | 0.00073 seconds |
./spec/scaler_spec.rb[1:3:8:1]                        | passed | 0.00055 seconds |
./spec/scaler_spec.rb[1:3:8:2]                        | passed | 0.00059 seconds |
./spec/scaler_spec.rb[1:3:9:1]                        | passed | 0.0008 seconds  |
./spec/scaler_spec.rb[1:3:9:2]                        | passed | 0.00063 seconds |
./spec/scaler_spec.rb[1:3:9:3]                        | passed | 0.00051 seconds |
./spec/scaler_spec.rb[1:3:10:1]                       | passed | 0.00109 seconds |
